Date,Rented_Bikes,Temperature,Humidity_percent
2018-02-13,6267,-1.33333333333333,53.8333333333333
2018-02-14,6771,3.59583333333333,53.7916666666667
2018-02-15,3484,-0.45,27.75
2018-02-16,2593,-1.0875,40.5
2018-02-17,3118,-2.8916666666666697,26.875
2018-02-18,4562,-0.679166666666667,26.5
2018-02-19,7604,1.7291666666666698,46.5
2018-02-20,7955,1.09583333333333,44.9166666666667
2018-02-21,7491,-0.916666666666667,30.0
2018-02-22,7712,0.991666666666667,56.0
2018-02-23,5797,3.95,80.9166666666667
2018-02-24,6356,2.7625,52.6666666666667
2018-02-25,6500,1.9166666666666698,39.2916666666667
2018-02-26,9247,2.725,45.9583333333333
2018-02-27,8862,4.00833333333333,47.0
2018-02-28,3820,4.85,70.0833333333333
2018-03-01,5132,0.45,64.2083333333333
2018-03-02,8433,-1.14583333333333,36.375
2018-03-03,12191,7.17916666666667,33.5416666666667
2018-03-04,4688,9.83333333333333,89.0
2018-03-05,8597,6.0375,68.5833333333333
2018-03-06,12003,4.2875,49.4583333333333
2018-03-07,11170,6.19166666666667,50.6666666666667
2018-03-08,7711,4.72916666666667,77.7916666666667
2018-03-09,11642,4.60416666666667,62.0416666666667
2018-03-10,11064,4.35416666666667,65.0416666666667
2018-03-11,11843,6.6125,53.3333333333333
2018-03-12,13339,7.7875,44.4583333333333
2018-03-13,15963,11.65,59.25
2018-03-14,19180,16.775,60.0416666666667
2018-03-15,6227,13.0,91.2916666666667
2018-03-16,15277,7.35416666666667,50.0416666666667
2018-03-17,15389,6.38333333333333,47.9166666666667
2018-03-18,9609,8.06666666666667,53.8333333333333
2018-03-19,8968,8.02083333333333,68.75
2018-03-20,11515,5.04166666666667,40.5833333333333
2018-03-21,7384,2.12916666666667,59.625
2018-03-22,14007,4.85,62.25
2018-03-23,14969,6.075,57.2083333333333
2018-03-24,12243,7.47916666666667,59.7083333333333
2018-03-25,10963,9.625,65.8333333333333
2018-03-26,13084,10.8,65.5
2018-03-27,14710,13.083333333333302,60.25
2018-03-28,17295,13.966666666666699,65.7083333333333
2018-03-29,17450,15.545833333333302,66.7916666666667
2018-03-30,19301,14.670833333333302,55.0416666666667
2018-03-31,19247,13.941666666666698,54.0416666666667
2018-04-01,17388,15.183333333333302,68.9166666666667
2018-04-02,21585,18.216666666666697,65.5416666666667
2018-04-03,21015,17.9583333333333,70.2916666666667
2018-04-04,19995,13.7375,70.0833333333333
2018-04-05,2596,7.79583333333333,87.3333333333333
2018-04-06,11520,6.30416666666667,74.0416666666667
2018-04-07,11159,4.20833333333333,46.0
2018-04-08,6666,3.8125,56.9583333333333
2018-04-09,19082,7.47916666666667,60.2916666666667
2018-04-10,16696,14.654166666666699,46.9583333333333
2018-04-11,0,12.8666666666667,53.375
2018-04-12,22729,13.029166666666699,32.4166666666667
2018-04-13,23240,14.291666666666698,22.25
2018-04-14,6980,9.5875,75.1666666666667
2018-04-15,10207,9.4125,67.7083333333333
2018-04-16,23198,11.4291666666667,43.875
2018-04-17,22234,12.808333333333302,36.9166666666667
2018-04-18,21670,12.379166666666698,35.4166666666667
2018-04-19,17730,13.7875,37.5416666666667
2018-04-20,22593,18.0625,45.7916666666667
2018-04-21,24404,18.6625,35.3333333333333
2018-04-22,6852,16.033333333333303,52.5416666666667
2018-04-23,977,9.425,93.7916666666667
2018-04-24,20144,12.1958333333333,65.2083333333333
2018-04-25,26285,14.245833333333302,38.7916666666667
2018-04-26,25670,15.0875,50.0833333333333
2018-04-27,25861,15.575,51.7083333333333
2018-04-28,24940,15.5083333333333,50.5
2018-04-29,25349,15.870833333333302,43.125
2018-04-30,25462,18.8333333333333,60.375
2018-05-01,26820,20.341666666666697,72.7916666666667
2018-05-02,7448,16.0708333333333,88.9583333333333
2018-05-03,21027,11.016666666666698,64.9583333333333
2018-05-04,26670,13.8375,46.8333333333333
2018-05-05,25353,17.7291666666667,46.7916666666667
2018-05-06,14556,16.9166666666667,84.0416666666667
2018-05-07,28140,18.9916666666667,62.7083333333333
2018-05-08,26429,17.7583333333333,52.0833333333333
2018-05-09,28895,15.458333333333302,50.0416666666667
2018-05-10,0,15.470833333333301,65.8333333333333
2018-05-11,26649,15.8125,63.5
2018-05-12,3034,14.220833333333301,85.2083333333333
2018-05-13,25913,15.95,83.625
2018-05-14,27793,17.7416666666667,72.4166666666667
2018-05-15,28478,22.6875,56.4583333333333
2018-05-16,6416,22.420833333333302,90.6666666666667
2018-05-17,3521,21.1375,95.875
2018-05-18,16087,16.8958333333333,89.2083333333333
2018-05-19,30994,17.266666666666698,47.0833333333333
2018-05-20,27829,17.0625,33.8333333333333
2018-05-21,31236,17.6875,31.4583333333333
2018-05-22,13790,18.1958333333333,60.4583333333333
2018-05-23,27674,17.454166666666698,62.0
2018-05-24,28781,17.9583333333333,47.0833333333333
2018-05-25,29057,19.7541666666667,47.2916666666667
2018-05-26,28079,21.4791666666667,50.25
2018-05-27,28991,20.5875,42.125
2018-05-28,31020,21.970833333333303,40.0
2018-05-29,24355,21.5375,66.4166666666667
2018-05-30,30372,20.5375,69.75
2018-05-31,31681,20.525,61.2083333333333
2018-06-01,31928,23.7083333333333,50.125
2018-06-02,30693,23.5125,43.875
2018-06-03,29761,23.7125,41.1666666666667
2018-06-04,33257,22.8833333333333,47.6666666666667
2018-06-05,33424,23.5666666666667,52.2083333333333
2018-06-06,30498,23.091666666666697,60.375
2018-06-07,32002,22.295833333333302,69.2916666666667
2018-06-08,35103,21.7416666666667,68.4583333333333
2018-06-09,25911,23.6833333333333,61.2916666666667
2018-06-10,29342,21.3041666666667,60.125
2018-06-11,24832,20.5583333333333,63.375
2018-06-12,34544,21.1791666666667,66.25
2018-06-13,36149,21.975,63.7083333333333
2018-06-14,23818,21.654166666666697,74.375
2018-06-15,33492,21.858333333333302,60.75
2018-06-16,34360,22.3,54.125
2018-06-17,32487,22.733333333333302,67.125
2018-06-18,27541,24.8,55.875
2018-06-19,35349,22.591666666666697,61.1666666666667
2018-06-20,34639,22.6958333333333,67.25
2018-06-21,34621,23.641666666666698,60.9583333333333
2018-06-22,34079,24.6875,47.9166666666667
2018-06-23,31949,24.5708333333333,47.5833333333333
2018-06-24,27028,25.1458333333333,62.125
2018-06-25,32702,26.720833333333303,58.4583333333333
2018-06-26,5200,22.904166666666697,84.125
2018-06-27,29755,22.1875,83.0
2018-06-28,21647,23.3875,83.4583333333333
2018-06-29,30297,24.6625,79.25
2018-06-30,20479,24.35,83.0833333333333
2018-07-01,3231,22.025,93.4583333333333
2018-07-02,5240,22.4375,95.4166666666667
2018-07-03,29293,27.1166666666667,75.5
2018-07-04,31781,27.4625,69.3333333333333
2018-07-05,28182,25.391666666666698,74.7083333333333
2018-07-06,33676,24.0625,58.4166666666667
2018-07-07,31076,23.7625,51.75
2018-07-08,30080,23.0041666666667,50.5833333333333
2018-07-09,6191,21.0208333333333,79.625
2018-07-10,20641,23.341666666666697,87.1666666666667
2018-07-11,24135,26.6208333333333,84.0
2018-07-12,29428,26.775,81.4166666666667
2018-07-13,30088,27.1666666666667,75.8333333333333
2018-07-14,25814,27.9125,70.1666666666667
2018-07-15,22790,28.266666666666698,69.9166666666667
2018-07-16,26823,28.725,64.3333333333333
2018-07-17,28435,28.0833333333333,65.4166666666667
2018-07-18,27896,28.233333333333302,65.2083333333333
2018-07-19,27820,28.5583333333333,64.25
2018-07-20,26699,29.404166666666697,63.4166666666667
2018-07-21,21283,30.529166666666697,55.25
2018-07-22,18563,31.55,50.9166666666667
2018-07-23,24890,31.6166666666667,52.8333333333333
2018-07-24,24635,31.4333333333333,58.5
2018-07-25,25918,30.2916666666667,65.1666666666667
2018-07-26,24915,29.9958333333333,68.9166666666667
2018-07-27,23275,30.7625,69.4583333333333
2018-07-28,16880,29.8208333333333,76.2916666666667
2018-07-29,18190,31.225,53.6666666666667
2018-07-30,23695,31.5625,50.3333333333333
2018-07-31,22897,32.525,49.625
2018-08-01,20712,33.429166666666696,55.7916666666667
2018-08-02,20693,33.741666666666696,53.4166666666667
2018-08-03,20794,33.2125,56.125
2018-08-04,18363,31.1958333333333,59.0416666666667
2018-08-05,17415,29.8333333333333,73.2083333333333
2018-08-06,19171,30.725,71.7083333333333
2018-08-07,23806,30.516666666666698,62.4583333333333
2018-08-08,23880,30.920833333333302,65.7916666666667
2018-08-09,21644,28.966666666666697,76.1666666666667
2018-08-10,23833,30.579166666666698,61.6666666666667
2018-08-11,20009,31.0833333333333,55.0833333333333
2018-08-12,17498,30.6916666666667,59.625
2018-08-13,22827,30.2708333333333,69.375
2018-08-14,23836,31.5,58.7083333333333
2018-08-15,18565,31.55,59.75
2018-08-16,25329,30.154166666666697,53.1666666666667
2018-08-17,28820,27.0833333333333,39.8333333333333
2018-08-18,26398,26.545833333333302,44.5416666666667
2018-08-19,24547,27.8625,50.5833333333333
2018-08-20,26827,28.954166666666698,55.7916666666667
2018-08-21,25133,26.775,70.1666666666667
2018-08-22,26072,30.216666666666697,56.75
2018-08-23,15958,29.6,58.25
2018-08-24,11658,24.6333333333333,84.5833333333333
2018-08-25,27302,25.216666666666697,68.7916666666667
2018-08-26,19310,23.3083333333333,70.1666666666667
2018-08-27,14435,22.425,91.0
2018-08-28,9092,23.8166666666667,91.875
2018-08-29,9184,25.0125,86.5833333333333
2018-08-30,20959,25.45,81.7083333333333
2018-08-31,27817,25.5583333333333,67.1666666666667
2018-09-01,26010,25.454166666666698,61.2083333333333
2018-09-02,26881,24.9875,54.5416666666667
2018-09-03,10802,23.6041666666667,82.25
2018-09-04,29529,23.2541666666667,71.625
2018-09-05,31114,23.8375,61.7916666666667
2018-09-06,27838,24.25,70.7916666666667
2018-09-07,30381,22.158333333333303,56.875
2018-09-08,29813,21.6916666666667,48.6666666666667
2018-09-09,28354,21.9583333333333,49.4583333333333
2018-09-10,30781,22.9458333333333,50.0833333333333
2018-09-11,31694,21.5666666666667,47.9583333333333
2018-09-12,31809,22.529166666666697,51.9166666666667
2018-09-13,30991,23.4416666666667,62.2916666666667
2018-09-14,28199,23.4625,67.2083333333333
2018-09-15,25079,23.2125,75.875
2018-09-16,14178,22.341666666666697,82.9166666666667
2018-09-17,30290,22.329166666666698,64.6666666666667
2018-09-18,0,21.85,59.6666666666667
2018-09-19,0,22.204166666666698,59.75
2018-09-20,14282,19.05,80.2083333333333
2018-09-21,18266,19.3666666666667,85.5416666666667
2018-09-22,26398,21.0083333333333,63.4166666666667
2018-09-23,20060,19.4125,54.8333333333333
2018-09-24,17259,17.8208333333333,47.4583333333333
2018-09-25,23350,17.4916666666667,48.75
2018-09-26,28018,19.425,47.625
2018-09-27,30789,18.7916666666667,47.125
2018-09-28,0,17.525,57.2916666666667
2018-09-29,31447,20.075,55.4166666666667
2018-09-30,0,17.9166666666667,53.7916666666667
2018-10-01,27909,15.4375,54.25
2018-10-02,0,15.783333333333301,60.7916666666667
2018-10-03,30349,17.2416666666667,59.125
2018-10-04,0,18.8958333333333,56.8333333333333
2018-10-05,4522,17.095833333333303,81.3333333333333
2018-10-06,16037,18.0208333333333,84.1666666666667
2018-10-07,27614,16.7625,58.125
2018-10-08,29362,14.720833333333301,46.4583333333333
2018-10-09,0,15.0,52.625
2018-10-10,24410,12.8125,61.2916666666667
2018-10-11,24526,9.68333333333333,50.25
2018-10-12,26237,10.8125,53.25
2018-10-13,25542,12.395833333333302,55.6666666666667
2018-10-14,24349,12.995833333333302,58.0
2018-10-15,26198,15.091666666666699,70.4166666666667
2018-10-16,26956,14.475,55.625
2018-10-17,26502,12.783333333333301,53.0416666666667
2018-10-18,26504,12.595833333333301,59.6666666666667
2018-10-19,27437,13.095833333333301,54.4166666666667
2018-10-20,25355,13.408333333333301,53.625
2018-10-21,23906,13.3666666666667,50.0833333333333
2018-10-22,26075,13.9875,49.5416666666667
2018-10-23,21601,12.495833333333302,71.625
2018-10-24,26418,12.575,67.0416666666667
2018-10-25,27258,13.575,57.7916666666667
2018-10-26,13377,12.516666666666698,72.6666666666667
2018-10-27,18398,8.90833333333333,50.0416666666667
2018-10-28,11589,8.4125,75.1666666666667
2018-10-29,19877,7.39583333333333,59.25
2018-10-30,20822,5.89166666666667,49.8333333333333
2018-10-31,21545,7.5291666666666694,55.0
2018-11-01,22964,8.34583333333333,54.1666666666667
2018-11-02,24077,10.5041666666667,54.125
2018-11-03,0,11.2583333333333,56.4583333333333
2018-11-04,20471,11.666666666666698,54.75
2018-11-05,23472,11.8625,66.875
2018-11-06,0,12.1375,69.7916666666667
2018-11-07,16525,12.779166666666699,80.1666666666667
2018-11-08,1721,11.7125,91.5416666666667
2018-11-09,0,12.029166666666699,70.75
2018-11-10,18473,12.108333333333302,69.2083333333333
2018-11-11,13138,8.39583333333333,69.7083333333333
2018-11-12,21003,8.03333333333333,53.375
2018-11-13,21992,8.7625,52.9583333333333
2018-11-14,22707,9.69583333333333,55.625
2018-11-15,21502,9.57916666666667,55.7083333333333
2018-11-16,20660,9.00833333333333,63.3333333333333
2018-11-17,15689,4.98333333333333,53.3333333333333
2018-11-18,14319,5.875,47.0833333333333
2018-11-19,18956,6.70416666666667,53.2916666666667
2018-11-20,19127,6.23333333333333,36.4583333333333
2018-11-21,15732,6.24583333333333,60.75
2018-11-22,16496,2.6458333333333304,35.375
2018-11-23,16314,1.6833333333333302,30.5833333333333
2018-11-24,6477,2.4,69.9166666666667
2018-11-25,11212,4.8625,76.9583333333333
2018-11-26,17162,6.32083333333333,70.5
2018-11-27,16282,7.06666666666667,68.0
2018-11-28,16524,5.30416666666667,25.7916666666667
2018-11-29,16423,3.30416666666667,38.0
2018-11-30,16297,2.7625,47.2083333333333
