"","Date","Rented_Bikes","Temperature","Humidity_percent"
"72",2018-02-10,4425,0.120833333333333,49.75
"73",2018-02-11,2850,-5.9875,40.5416666666667
"74",2018-02-12,4813,-5.9875,39.7083333333333
"75",2018-02-13,6267,-1.33333333333333,53.8333333333333
"76",2018-02-14,6771,3.59583333333333,53.7916666666667
"77",2018-02-15,3484,-0.45,27.75
"78",2018-02-16,2593,-1.0875,40.5
"79",2018-02-17,3118,-2.89166666666667,26.875
"80",2018-02-18,4562,-0.679166666666667,26.5
"81",2018-02-19,7604,1.72916666666667,46.5
"82",2018-02-20,7955,1.09583333333333,44.9166666666667
"83",2018-02-21,7491,-0.916666666666667,30
"84",2018-02-22,7712,0.991666666666667,56
"85",2018-02-23,5797,3.95,80.9166666666667
"86",2018-02-24,6356,2.7625,52.6666666666667
"87",2018-02-25,6500,1.91666666666667,39.2916666666667
"88",2018-02-26,9247,2.725,45.9583333333333
"89",2018-02-27,8862,4.00833333333333,47
"90",2018-02-28,3820,4.85,70.0833333333333
"91",2018-03-01,5132,0.45,64.2083333333333
"92",2018-03-02,8433,-1.14583333333333,36.375
"93",2018-03-03,12191,7.17916666666667,33.5416666666667
"94",2018-03-04,4688,9.83333333333333,89
"95",2018-03-05,8597,6.0375,68.5833333333333
"96",2018-03-06,12003,4.2875,49.4583333333333
"97",2018-03-07,11170,6.19166666666667,50.6666666666667
"98",2018-03-08,7711,4.72916666666667,77.7916666666667
"99",2018-03-09,11642,4.60416666666667,62.0416666666667
"100",2018-03-10,11064,4.35416666666667,65.0416666666667
"101",2018-03-11,11843,6.6125,53.3333333333333
"102",2018-03-12,13339,7.7875,44.4583333333333
"103",2018-03-13,15963,11.65,59.25
"104",2018-03-14,19180,16.775,60.0416666666667
"105",2018-03-15,6227,13,91.2916666666667
"106",2018-03-16,15277,7.35416666666667,50.0416666666667
"107",2018-03-17,15389,6.38333333333333,47.9166666666667
"108",2018-03-18,9609,8.06666666666667,53.8333333333333
"109",2018-03-19,8968,8.02083333333333,68.75
"110",2018-03-20,11515,5.04166666666667,40.5833333333333
"111",2018-03-21,7384,2.12916666666667,59.625
"112",2018-03-22,14007,4.85,62.25
"113",2018-03-23,14969,6.075,57.2083333333333
"114",2018-03-24,12243,7.47916666666667,59.7083333333333
"115",2018-03-25,10963,9.625,65.8333333333333
"116",2018-03-26,13084,10.8,65.5
"117",2018-03-27,14710,13.0833333333333,60.25
"118",2018-03-28,17295,13.9666666666667,65.7083333333333
"119",2018-03-29,17450,15.5458333333333,66.7916666666667
"120",2018-03-30,19301,14.6708333333333,55.0416666666667
"121",2018-03-31,19247,13.9416666666667,54.0416666666667
"122",2018-04-01,17388,15.1833333333333,68.9166666666667
"123",2018-04-02,21585,18.2166666666667,65.5416666666667
"124",2018-04-03,21015,17.9583333333333,70.2916666666667
"125",2018-04-04,19995,13.7375,70.0833333333333
"126",2018-04-05,2596,7.79583333333333,87.3333333333333
"127",2018-04-06,11520,6.30416666666667,74.0416666666667
"128",2018-04-07,11159,4.20833333333333,46
"129",2018-04-08,6666,3.8125,56.9583333333333
"130",2018-04-09,19082,7.47916666666667,60.2916666666667
"131",2018-04-10,16696,14.6541666666667,46.9583333333333
"132",2018-04-11,0,12.8666666666667,53.375
"133",2018-04-12,22729,13.0291666666667,32.4166666666667
"134",2018-04-13,23240,14.2916666666667,22.25
"135",2018-04-14,6980,9.5875,75.1666666666667
"136",2018-04-15,10207,9.4125,67.7083333333333
"137",2018-04-16,23198,11.4291666666667,43.875
"138",2018-04-17,22234,12.8083333333333,36.9166666666667
"139",2018-04-18,21670,12.3791666666667,35.4166666666667
"140",2018-04-19,17730,13.7875,37.5416666666667
"141",2018-04-20,22593,18.0625,45.7916666666667
"142",2018-04-21,24404,18.6625,35.3333333333333
"143",2018-04-22,6852,16.0333333333333,52.5416666666667
"144",2018-04-23,977,9.425,93.7916666666667
"145",2018-04-24,20144,12.1958333333333,65.2083333333333
"146",2018-04-25,26285,14.2458333333333,38.7916666666667
"147",2018-04-26,25670,15.0875,50.0833333333333
"148",2018-04-27,25861,15.575,51.7083333333333
"149",2018-04-28,24940,15.5083333333333,50.5
"150",2018-04-29,25349,15.8708333333333,43.125
"151",2018-04-30,25462,18.8333333333333,60.375
"152",2018-05-01,26820,20.3416666666667,72.7916666666667
"153",2018-05-02,7448,16.0708333333333,88.9583333333333
"154",2018-05-03,21027,11.0166666666667,64.9583333333333
"155",2018-05-04,26670,13.8375,46.8333333333333
"156",2018-05-05,25353,17.7291666666667,46.7916666666667
"157",2018-05-06,14556,16.9166666666667,84.0416666666667
"158",2018-05-07,28140,18.9916666666667,62.7083333333333
"159",2018-05-08,26429,17.7583333333333,52.0833333333333
"160",2018-05-09,28895,15.4583333333333,50.0416666666667
"161",2018-05-10,0,15.4708333333333,65.8333333333333
"162",2018-05-11,26649,15.8125,63.5
"163",2018-05-12,3034,14.2208333333333,85.2083333333333
"164",2018-05-13,25913,15.95,83.625
"165",2018-05-14,27793,17.7416666666667,72.4166666666667
"166",2018-05-15,28478,22.6875,56.4583333333333
"167",2018-05-16,6416,22.4208333333333,90.6666666666667
"168",2018-05-17,3521,21.1375,95.875
"169",2018-05-18,16087,16.8958333333333,89.2083333333333
"170",2018-05-19,30994,17.2666666666667,47.0833333333333
"171",2018-05-20,27829,17.0625,33.8333333333333
"172",2018-05-21,31236,17.6875,31.4583333333333
"173",2018-05-22,13790,18.1958333333333,60.4583333333333
"174",2018-05-23,27674,17.4541666666667,62
"175",2018-05-24,28781,17.9583333333333,47.0833333333333
"176",2018-05-25,29057,19.7541666666667,47.2916666666667
"177",2018-05-26,28079,21.4791666666667,50.25
"178",2018-05-27,28991,20.5875,42.125
"179",2018-05-28,31020,21.9708333333333,40
"180",2018-05-29,24355,21.5375,66.4166666666667
"181",2018-05-30,30372,20.5375,69.75
"182",2018-05-31,31681,20.525,61.2083333333333
"183",2018-06-01,31928,23.7083333333333,50.125
"184",2018-06-02,30693,23.5125,43.875
"185",2018-06-03,29761,23.7125,41.1666666666667
"186",2018-06-04,33257,22.8833333333333,47.6666666666667
"187",2018-06-05,33424,23.5666666666667,52.2083333333333
"188",2018-06-06,30498,23.0916666666667,60.375
"189",2018-06-07,32002,22.2958333333333,69.2916666666667
"190",2018-06-08,35103,21.7416666666667,68.4583333333333
"191",2018-06-09,25911,23.6833333333333,61.2916666666667
"192",2018-06-10,29342,21.3041666666667,60.125
"193",2018-06-11,24832,20.5583333333333,63.375
"194",2018-06-12,34544,21.1791666666667,66.25
"195",2018-06-13,36149,21.975,63.7083333333333
"196",2018-06-14,23818,21.6541666666667,74.375
"197",2018-06-15,33492,21.8583333333333,60.75
"198",2018-06-16,34360,22.3,54.125
"199",2018-06-17,32487,22.7333333333333,67.125
"200",2018-06-18,27541,24.8,55.875
"201",2018-06-19,35349,22.5916666666667,61.1666666666667
"202",2018-06-20,34639,22.6958333333333,67.25
"203",2018-06-21,34621,23.6416666666667,60.9583333333333
"204",2018-06-22,34079,24.6875,47.9166666666667
"205",2018-06-23,31949,24.5708333333333,47.5833333333333
"206",2018-06-24,27028,25.1458333333333,62.125
"207",2018-06-25,32702,26.7208333333333,58.4583333333333
"208",2018-06-26,5200,22.9041666666667,84.125
"209",2018-06-27,29755,22.1875,83
"210",2018-06-28,21647,23.3875,83.4583333333333
"211",2018-06-29,30297,24.6625,79.25
"212",2018-06-30,20479,24.35,83.0833333333333
"213",2018-07-01,3231,22.025,93.4583333333333
"214",2018-07-02,5240,22.4375,95.4166666666667
"215",2018-07-03,29293,27.1166666666667,75.5
"216",2018-07-04,31781,27.4625,69.3333333333333
"217",2018-07-05,28182,25.3916666666667,74.7083333333333
"218",2018-07-06,33676,24.0625,58.4166666666667
"219",2018-07-07,31076,23.7625,51.75
"220",2018-07-08,30080,23.0041666666667,50.5833333333333
"221",2018-07-09,6191,21.0208333333333,79.625
"222",2018-07-10,20641,23.3416666666667,87.1666666666667
"223",2018-07-11,24135,26.6208333333333,84
"224",2018-07-12,29428,26.775,81.4166666666667
"225",2018-07-13,30088,27.1666666666667,75.8333333333333
"226",2018-07-14,25814,27.9125,70.1666666666667
"227",2018-07-15,22790,28.2666666666667,69.9166666666667
"228",2018-07-16,26823,28.725,64.3333333333333
"229",2018-07-17,28435,28.0833333333333,65.4166666666667
"230",2018-07-18,27896,28.2333333333333,65.2083333333333
"231",2018-07-19,27820,28.5583333333333,64.25
"232",2018-07-20,26699,29.4041666666667,63.4166666666667
"233",2018-07-21,21283,30.5291666666667,55.25
"234",2018-07-22,18563,31.55,50.9166666666667
"235",2018-07-23,24890,31.6166666666667,52.8333333333333
"236",2018-07-24,24635,31.4333333333333,58.5
"237",2018-07-25,25918,30.2916666666667,65.1666666666667
"238",2018-07-26,24915,29.9958333333333,68.9166666666667
"239",2018-07-27,23275,30.7625,69.4583333333333
"240",2018-07-28,16880,29.8208333333333,76.2916666666667
"241",2018-07-29,18190,31.225,53.6666666666667
"242",2018-07-30,23695,31.5625,50.3333333333333
"243",2018-07-31,22897,32.525,49.625
"244",2018-08-01,20712,33.4291666666667,55.7916666666667
"245",2018-08-02,20693,33.7416666666667,53.4166666666667
"246",2018-08-03,20794,33.2125,56.125
"247",2018-08-04,18363,31.1958333333333,59.0416666666667
"248",2018-08-05,17415,29.8333333333333,73.2083333333333
"249",2018-08-06,19171,30.725,71.7083333333333
"250",2018-08-07,23806,30.5166666666667,62.4583333333333
"251",2018-08-08,23880,30.9208333333333,65.7916666666667
"252",2018-08-09,21644,28.9666666666667,76.1666666666667
"253",2018-08-10,23833,30.5791666666667,61.6666666666667
"254",2018-08-11,20009,31.0833333333333,55.0833333333333
"255",2018-08-12,17498,30.6916666666667,59.625
"256",2018-08-13,22827,30.2708333333333,69.375
"257",2018-08-14,23836,31.5,58.7083333333333
"258",2018-08-15,18565,31.55,59.75
"259",2018-08-16,25329,30.1541666666667,53.1666666666667
"260",2018-08-17,28820,27.0833333333333,39.8333333333333
"261",2018-08-18,26398,26.5458333333333,44.5416666666667
"262",2018-08-19,24547,27.8625,50.5833333333333
"263",2018-08-20,26827,28.9541666666667,55.7916666666667
"264",2018-08-21,25133,26.775,70.1666666666667
"265",2018-08-22,26072,30.2166666666667,56.75
"266",2018-08-23,15958,29.6,58.25
"267",2018-08-24,11658,24.6333333333333,84.5833333333333
"268",2018-08-25,27302,25.2166666666667,68.7916666666667
"269",2018-08-26,19310,23.3083333333333,70.1666666666667
"270",2018-08-27,14435,22.425,91
"271",2018-08-28,9092,23.8166666666667,91.875
"272",2018-08-29,9184,25.0125,86.5833333333333
"273",2018-08-30,20959,25.45,81.7083333333333
"274",2018-08-31,27817,25.5583333333333,67.1666666666667
"275",2018-09-01,26010,25.4541666666667,61.2083333333333
"276",2018-09-02,26881,24.9875,54.5416666666667
"277",2018-09-03,10802,23.6041666666667,82.25
"278",2018-09-04,29529,23.2541666666667,71.625
"279",2018-09-05,31114,23.8375,61.7916666666667
"280",2018-09-06,27838,24.25,70.7916666666667
"281",2018-09-07,30381,22.1583333333333,56.875
"282",2018-09-08,29813,21.6916666666667,48.6666666666667
"283",2018-09-09,28354,21.9583333333333,49.4583333333333
"284",2018-09-10,30781,22.9458333333333,50.0833333333333
"285",2018-09-11,31694,21.5666666666667,47.9583333333333
"286",2018-09-12,31809,22.5291666666667,51.9166666666667
"287",2018-09-13,30991,23.4416666666667,62.2916666666667
"288",2018-09-14,28199,23.4625,67.2083333333333
"289",2018-09-15,25079,23.2125,75.875
"290",2018-09-16,14178,22.3416666666667,82.9166666666667
"291",2018-09-17,30290,22.3291666666667,64.6666666666667
"292",2018-09-18,0,21.85,59.6666666666667
"293",2018-09-19,0,22.2041666666667,59.75
"294",2018-09-20,14282,19.05,80.2083333333333
"295",2018-09-21,18266,19.3666666666667,85.5416666666667
"296",2018-09-22,26398,21.0083333333333,63.4166666666667
"297",2018-09-23,20060,19.4125,54.8333333333333
"298",2018-09-24,17259,17.8208333333333,47.4583333333333
"299",2018-09-25,23350,17.4916666666667,48.75
"300",2018-09-26,28018,19.425,47.625
"301",2018-09-27,30789,18.7916666666667,47.125
"302",2018-09-28,0,17.525,57.2916666666667
"303",2018-09-29,31447,20.075,55.4166666666667
"304",2018-09-30,0,17.9166666666667,53.7916666666667
"305",2018-10-01,27909,15.4375,54.25
"306",2018-10-02,0,15.7833333333333,60.7916666666667
"307",2018-10-03,30349,17.2416666666667,59.125
"308",2018-10-04,0,18.8958333333333,56.8333333333333
"309",2018-10-05,4522,17.0958333333333,81.3333333333333
"310",2018-10-06,16037,18.0208333333333,84.1666666666667
"311",2018-10-07,27614,16.7625,58.125
"312",2018-10-08,29362,14.7208333333333,46.4583333333333
"313",2018-10-09,0,15,52.625
"314",2018-10-10,24410,12.8125,61.2916666666667
"315",2018-10-11,24526,9.68333333333333,50.25
"316",2018-10-12,26237,10.8125,53.25
"317",2018-10-13,25542,12.3958333333333,55.6666666666667
"318",2018-10-14,24349,12.9958333333333,58
"319",2018-10-15,26198,15.0916666666667,70.4166666666667
"320",2018-10-16,26956,14.475,55.625
"321",2018-10-17,26502,12.7833333333333,53.0416666666667
"322",2018-10-18,26504,12.5958333333333,59.6666666666667
"323",2018-10-19,27437,13.0958333333333,54.4166666666667
"324",2018-10-20,25355,13.4083333333333,53.625
"325",2018-10-21,23906,13.3666666666667,50.0833333333333
"326",2018-10-22,26075,13.9875,49.5416666666667
"327",2018-10-23,21601,12.4958333333333,71.625
"328",2018-10-24,26418,12.575,67.0416666666667
"329",2018-10-25,27258,13.575,57.7916666666667
"330",2018-10-26,13377,12.5166666666667,72.6666666666667
"331",2018-10-27,18398,8.90833333333333,50.0416666666667
"332",2018-10-28,11589,8.4125,75.1666666666667
"333",2018-10-29,19877,7.39583333333333,59.25
"334",2018-10-30,20822,5.89166666666667,49.8333333333333
"335",2018-10-31,21545,7.52916666666667,55
"336",2018-11-01,22964,8.34583333333333,54.1666666666667
"337",2018-11-02,24077,10.5041666666667,54.125
"338",2018-11-03,0,11.2583333333333,56.4583333333333
"339",2018-11-04,20471,11.6666666666667,54.75
"340",2018-11-05,23472,11.8625,66.875
"341",2018-11-06,0,12.1375,69.7916666666667
"342",2018-11-07,16525,12.7791666666667,80.1666666666667
"343",2018-11-08,1721,11.7125,91.5416666666667
"344",2018-11-09,0,12.0291666666667,70.75
"345",2018-11-10,18473,12.1083333333333,69.2083333333333
"346",2018-11-11,13138,8.39583333333333,69.7083333333333
"347",2018-11-12,21003,8.03333333333333,53.375
"348",2018-11-13,21992,8.7625,52.9583333333333
"349",2018-11-14,22707,9.69583333333333,55.625
"350",2018-11-15,21502,9.57916666666667,55.7083333333333
"351",2018-11-16,20660,9.00833333333333,63.3333333333333
"352",2018-11-17,15689,4.98333333333333,53.3333333333333
"353",2018-11-18,14319,5.875,47.0833333333333
"354",2018-11-19,18956,6.70416666666667,53.2916666666667
"355",2018-11-20,19127,6.23333333333333,36.4583333333333
"356",2018-11-21,15732,6.24583333333333,60.75
"357",2018-11-22,16496,2.64583333333333,35.375
"358",2018-11-23,16314,1.68333333333333,30.5833333333333
"359",2018-11-24,6477,2.4,69.9166666666667
"360",2018-11-25,11212,4.8625,76.9583333333333
"361",2018-11-26,17162,6.32083333333333,70.5
"362",2018-11-27,16282,7.06666666666667,68
"363",2018-11-28,16524,5.30416666666667,25.7916666666667
"364",2018-11-29,16423,3.30416666666667,38
"365",2018-11-30,16297,2.7625,47.2083333333333
